@id,@type,@lat,@lon,name,operator,substation,frequency,voltage
119058902,way,47.3302707,13.2060387,,,minor_distribution,50,30000
119198439,way,47.2286075,11.3785783,Unterwerk Mutters,IVB,traction,0,750
119315425,way,47.8989670,13.1829074,,,minor_distribution,50,30000
119428954,way,48.2845354,15.7117734,Umspannwerk Herzogenburg,Netz NÖ,transmission,,110000
119489306,way,48.2970235,16.3959335,Kabelüberführungsstation 400kV-1GW-Nordeinspeisung,Wien Energie,transition,,400000
119687430,way,47.1912357,9.7132490,Umspannwerk Nenzing,,,,110000
120085265,way,46.6517133,14.4133661,,,minor_distribution,50,20000
120403322,way,47.7806707,13.0639388,,Salzburg AG,minor_distribution,50,30000
121265317,way,47.2747885,11.4982372,Umspannwerk Hall,TIWAG-Netz AG,distribution,50,110000
121293775,way,47.1487375,10.3627205,Unterwerk Pettneu,ÖBB-Infrastruktur AG,traction,16.7,110000
121900517,way,46.6446351,13.8713621,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
121991215,way,47.5185987,12.4157213,,,minor_distribution,,10000;400
122351223,way,48.1973919,13.2718075,Umspannwerk Roßbach,,distribution,50,110000
122454383,way,47.9878154,13.2318569,,,industrial,50,110000
122592181,way,48.3295220,15.8799634,Umspannwerk Dürnrohr,Verbund,transmission,,380000
122624689,way,46.8171780,13.8616391,,KNG-Kärnten Netz GmbH,distribution,50,20000
122669259,way,47.9724306,16.3747645,Umspannwerk Ebreichsdorf,Austrian Power Grid AG,distribution,50,110000
122763233,way,47.8802492,15.2664020,Umspannwerk Erlaufboden,Netz NÖ,transmission,50,110000
122819468,way,47.1722503,13.1071439,,,minor_distribution,50,30000
122849865,way,47.4994346,15.4311414,,,industrial,50,110000
122850623,way,48.1777566,16.0693425,Umspannwerk Pressbaum,Netz NÖ,,,110000
122857785,way,48.0956757,16.8648917,Umspannwerk Petronell,Netz NÖ,transmission,,110000
122901147,way,47.3322062,13.2423548,,,minor_distribution,50,30000
122960621,way,47.8137725,16.6260621,,,transition,50,20000
123083737,way,47.0904110,15.4590458,Schaltstelle Kroisbach,Energie Steiermark,minor_distribution,,20000
123098511,way,46.9774593,13.0519156,Umspannwerk Innerfragant,KNG-Kärnten Netz GmbH,transmission,50,110000
123115522,way,48.1806886,16.4381480,,Wiener Netze,transition,50,110000
123121995,way,47.8489764,16.1867131,Umspannwerk Wöllersdorf,Netz NÖ,,50,110000
123173012,way,47.4350066,9.6748737,Umspannwerk Lustenau,Vorarlberger Energienetze GmbH,,,110000
123176540,way,47.0731662,9.8737711,KW Lünersee,,transmission,,220000
123225626,way,46.6299841,13.8166545,,KNG-Kärnten Netz GmbH,distribution,50,20000
123384821,way,47.4329032,9.7485753,Umspannwerk Haselstauden,Vorarlberger Energienetze GmbH,,,110000
123444716,way,48.3383658,16.6255339,Umspannwerk Bockfließ,Netz NÖ,distribution,50,110000
123689023,way,47.3664795,9.6688560,Umspannwerk Hohenems,Vorarlberger Energienetze GmbH,,,110000
124029894,way,46.7528603,14.1757631,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
124415043,way,48.0046214,13.9064739,Umspannwerk Vorchdorf,Energie AG,distribution,50,110000
124814541,way,48.2769308,14.3451607,Umspannwerk Hütte Ost,,transmission,,110000
124952731,way,48.2835514,14.3421601,Umspannwerk Hütte Nord,voestalpine Stahl GmbH,transmission,,110000
124988040,way,46.6174569,14.1623024,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
125103326,way,47.1652150,11.3600836,Unterwerk Telfes,IVB,traction,0,750
125156380,way,47.1817671,12.5274056,,,minor_distribution,50,30000
125586430,way,48.1994389,16.3382337,Unterwerk Goldschlagstraße,,traction,,20000
125735661,way,47.2920826,12.4835174,,,minor_distribution,50,30000
127684282,way,47.1061304,15.4285179,,Energie Steiermark,minor_distribution,,20000
128132750,way,48.2461049,14.2669037,Umspannwerk Wattstraße,Linz Netz,distribution,,110000;30000
128185694,way,48.2379916,14.2675331,fahrbares Unterwerk Wegscheid,ÖBB-Infrastruktur AG,traction,50,110000
128191035,way,47.7104437,16.0312182,Umspannwerk Schöller,Netz NÖ,distribution,,110000
128196020,way,47.6824123,15.9141118,Unterwerk Schlöglmühl,ÖBB-Infrastruktur AG,traction,16.7,110000
128225177,way,48.3576700,16.3233825,Umspannwerk Korneuburg,Netz NÖ,transmission,,110000
128228754,way,48.1109080,15.1343150,Umspannwerk Wieselburg,Netz NÖ,transmission,,110000
128503723,way,48.1997622,16.2365509,Umformerwerk Auhof,ÖBB-Infrastruktur AG,traction,50;16.7,110000
128552449,way,46.9679989,14.3537074,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
128609740,way,47.0650447,15.4080709,Reininghaus Impulszentrum,E-Steiermark,minor_distribution,50,20000;400
128734659,way,48.5607892,16.5758414,Umspannwerk Mistelbach,,distribution,50,110000
128890334,way,47.4903206,13.4072859,,,minor_distribution,50,30000
128963182,way,47.3942620,13.6785048,Unterwerk Schladming,ÖBB-Infrastruktur AG,traction,16.7,110000
129009559,way,46.8105847,13.7718014,Umspannwerk Kleinkirchheim,KNG-Kärnten Netz GmbH,distribution,50,110000
129092271,way,47.0704870,15.4111992,Unterwerk Alte Poststraße/Eggenberger Straße,,traction,50;0,20000;600
129643773,way,47.0687817,9.9164889,Umspannwerk Tschagguns,Vorarlberger Energienetze GmbH,transmission,,110000
129872174,way,47.7147106,13.1237953,,,minor_distribution,50,30000
129972551,way,47.7095653,13.1285790,,,minor_distribution,50,30000
130118133,way,46.6094956,13.5867829,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
130322815,way,46.6012322,13.6044432,,KNG-Kärnten Netz GmbH,distribution,50,20000
130382579,way,47.5209605,15.2084018,,,,,110000
130407288,way,46.5976862,13.5821483,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
130524865,way,46.8573229,14.3753072,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
130583290,way,46.6267460,13.6178021,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
130729735,way,46.5808194,13.6091315,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
130797001,way,47.1522885,10.5864931,Unterwerk Landeck,ÖBB-Infrastruktur AG,traction,16.7,110000
131613029,way,47.5466741,13.4344494,,,minor_distribution,50,30000
131725724,way,47.0432149,15.4638998,Unterwerk Karl-Huber-Gasse,Energie Graz,traction,50;0,20000;600
132338066,way,47.0312802,15.4570260,Engelsdorf Muehle,Energie Steiermark,minor_distribution,,20000
132377763,way,47.5664458,12.7070219,,,minor_distribution,50,30000
132543631,way,46.6312126,13.7661335,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
132550284,way,47.1564788,11.8704495,,,transition,,220000
132609466,way,46.5904916,14.1522138,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
133177962,way,47.4284755,13.4308630,,,minor_distribution,50,30000
133488344,way,47.5475831,13.4120352,,,minor_distribution,50,30000
133521325,way,47.3829228,13.0763367,,Salzburg AG,minor_distribution,50,30000
133534812,way,47.3887108,13.0829814,,Salzburg AG,minor_distribution,50,30000
133882250,way,46.6168608,13.8315744,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
134079247,way,47.8080040,13.0704482,,Salzburg AG,minor_distribution,50,30000
134158103,way,47.8165377,13.0650821,,,traction,16.67,10000
134467126,way,47.8218213,13.0774728,Trafostation Hallwang,Salzburg AG,minor_distribution,50,30000
134565164,way,48.1363123,16.3406230,Kabelüberführungsstation Pfarrgasse,,transition,,380000
134792573,way,47.3519041,13.1958935,,,minor_distribution,50,30000
134940879,way,47.5589283,13.4024171,,,minor_distribution,50,30000
134940901,way,47.5599372,13.3976603,,,minor_distribution,50,30000
135260775,way,48.1998401,16.4644440,,,transmission,50,110000
135548796,way,46.9789543,13.7758333,,Salzburg AG,minor_distribution,50,30000
135548798,way,46.9829713,13.7761475,,Salzburg AG,minor_distribution,50,30000
135931468,way,48.2423962,14.2992385,Umspannwerk Franzosenhausweg,Linz AG,distribution,50,110000
136112666,way,47.3208872,13.1846683,,,minor_distribution,50,30000
136384702,way,48.0810819,16.8378783,Umspannwerk Scharndorf,Netz NÖ,transmission,,110000
136447505,way,47.5611895,13.3726661,,SalzburgNetz,minor_distribution,50,30000
136604336,way,46.7308433,12.4769859,,TINETZ,minor_distribution,50,25000
136605867,way,46.7369556,12.4798603,,TINETZ,minor_distribution,50,25000
136752516,way,46.7259216,12.4955748,,TINETZ,minor_distribution,50,25000
136907794,way,47.7803285,13.0849713,,,minor_distribution,50,30000
136912304,way,47.3290081,13.0798815,,,minor_distribution,50,30000
136921637,way,47.7939116,13.0809463,,,minor_distribution,50,30000
136928136,way,47.8030751,13.1592489,,Salzburg AG,minor_distribution,50,30000
137946515,way,46.6729182,14.9560855,Umspannwerk Ettendorf,,transmission,50,110000
138306805,way,48.2920009,14.3240088,Umspannwerk Linz-Industrie,Linz Netz,distribution,,110000
138397246,way,47.3248177,13.1370353,,Salzburg AG,minor_distribution,50,30000
138407044,way,48.1828057,16.4303382,Schaltanlage Simmering,,transmission,,380000;110000
138444868,way,47.0545019,15.4952114,Petersbergen II,Energie Steiermark,minor_distribution,,20000
140223281,way,46.7024836,12.6666873,,TINETZ,minor_distribution,50,25000
140291033,way,46.8350406,13.4040534,,ÖBB-Infrastruktur AG,traction,16.7,15000
140375658,way,47.2341328,11.8978247,SF6-Halle 380 kV,,transmission,50,380000
141606594,way,47.2273603,12.1834841,,,minor_distribution,50,30000
141871546,way,48.1520701,14.0067998,Umspannwerk Wels FHKW,Wels Strom,distribution,50,110000;10000
141875426,way,46.8149584,12.8321992,Unterwerk Dölsach,ÖBB-Infrastruktur AG,traction,16.7,110000
143024167,way,47.8363939,16.2460544,Umspannwerk Wiener Neustadt Flugfeld,EVN,distribution,50,110000
143828044,way,47.3500354,13.2002532,,,minor_distribution,50,30000
143835695,way,47.3420972,13.2064826,,,minor_distribution,50,30000
144202272,way,47.9420350,14.3529407,Kraftwerk Ternberg,,transmission,50,110000
144256541,way,47.9316681,12.9839753,,Salzburg Netz,minor_distribution,50,30000
144264459,way,47.7147553,13.2862646,,Salzburg AG,minor_distribution,50,30000
144378551,way,46.5942562,13.9413756,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
144378552,way,46.5970056,13.9151340,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
144448852,way,46.6154536,13.8473105,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
144460636,way,47.7849121,13.0723578,,,minor_distribution,50,30000
144723082,way,47.8001395,13.0234210,,,minor_distribution,50,30000
144891183,way,47.7977771,13.0390444,,Salzburg AG,minor_distribution,50,30000
145583866,way,47.2363081,11.3924219,Umspannwerk Vill,TIWAG,transmission,50,220000
145798549,way,47.4318613,12.8441974,,Salzburg AG,minor_distribution,50,30000
146122262,way,47.2012517,11.3915853,Schaltwerk Schönberg,ÖBB-Infrastruktur AG,traction,16.7,110000
146623047,way,47.7644867,13.0033114,,,minor_distribution,50,30000
146978108,way,47.0944980,15.4160295,Umspannwerk Graz Gösting/Nord,,distribution,50,110000;20000
147436851,way,46.6334653,14.3057492,,,minor_distribution,50,20000
147563007,way,47.2792258,11.2146246,Umspannwerk Zirl,TIWAG,distribution,50,110000
147563008,way,47.2654811,11.2212977,Unterwerk Zirl,ÖBB-Infrastruktur AG,traction,16.7,110000;15000
147914599,way,47.8571302,13.1994072,,Salzburg AG,minor_distribution,50,30000
147914601,way,47.8661255,13.1747477,,Salzburg AG,minor_distribution,50,30000
148882412,way,47.7974480,13.0364470,,Salzburg AG,minor_distribution,50,30000
149867719,way,47.7861451,12.9664044,,,minor_distribution,50,30000
150011419,way,47.7891688,12.9679079,,,minor_distribution,50,30000
150090825,way,46.6175031,13.8010029,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
150090859,way,46.6225517,13.8038179,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
150593988,way,47.7877020,12.9786092,,Salzburg AG,minor_distribution,50,30000
150682823,way,46.5397277,13.7047437,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
150836324,way,47.8501394,13.0811547,,Salzburg AG,minor_distribution,50,30000
151010933,way,47.3524000,11.7006880,Umspannwerk Schwaz,,distribution,50,110000
151278227,way,47.1425895,13.6636816,,,minor_distribution,50,30000
151292481,way,47.9733519,12.8986602,,Salzburg AG,minor_distribution,50,30000
151688284,way,46.5386511,13.6861928,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
151789391,way,46.5445422,13.6997684,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
151828872,way,46.6091585,13.8077688,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
151849013,way,47.9520784,12.9917797,,Salzburg Netz,minor_distribution,50,30000
151912258,way,46.6033477,13.8235370,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
151912260,way,46.6042237,13.8188559,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
151942483,way,46.8783248,14.3032016,Umspannwerk Gurk,KNG-Kärnten Netz GmbH,distribution,50,110000
151942484,way,46.8413962,14.5384123,Umspannwerk Wietersdorf,KNG-Kärnten Netz GmbH,distribution,50,110000
152005743,way,46.8416086,14.5382837,,KNG-Kärnten Netz GmbH,distribution,50,20000
152052902,way,46.8005078,13.7255425,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
152052905,way,46.7970718,13.7364944,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
152055623,way,47.3762500,13.1335680,,Salzburg AG,minor_distribution,50,30000
152205877,way,46.5700382,14.4607630,,KNG-Kärnten Netz GmbH,minor_distribution,,20000
152245073,way,47.8213918,14.1632065,Umspannwerk Klaus,Austrian Power Grid AG,transmission,50,220000
152299025,way,46.8831339,15.7281369,Umspannwerk St. Stephan,,distribution,50,110000
153202506,way,47.9934633,12.8824052,,Salzburg AG,minor_distribution,50,30000
153202539,way,47.9907197,12.8834432,,Salzburg AG,minor_distribution,50,30000
153783851,way,46.5450890,14.3957478,Umspannwerk Sankt Margareten,KNG-Kärnten Netz GmbH,transmission,50,110000
154315459,way,47.8284711,13.0212408,,,minor_distribution,50,30000
154556073,way,47.8133428,13.0246026,,Salzburg AG,minor_distribution,50,30000
154669091,way,48.3714812,14.5225506,,Linz Netz,minor_distribution,50,30000
155422632,way,47.4897436,13.1581006,,,minor_distribution,50,30000
155708013,way,47.6969388,13.0964140,,Salzburg AG,minor_distribution,50,30000
155763689,way,47.7037749,13.0990449,,,minor_distribution,50,30000
155812698,way,47.7048589,13.0954801,,Salzburg AG,minor_distribution,50,30000
155982986,way,46.6215691,13.8112470,,KNG-Kärnten Netz GmbH,minor_distribution,50,20000
156604223,way,47.3210049,13.1848027,Kraftwerk Plankenau,,transmission,50,60000
156810311,way,47.7050818,13.0887798,,Salzburg AG,minor_distribution,50,30000
